person,modelo_mas_visitado,region_persona,pais,evento_predominante_mes_5,semana_mas_interactuante,device_type,channel_frecuente
d4c8daf6,iPhone SE,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Direct
fd5bc946,Motorola Moto G5 Plus,Sao Paulo,Brazil,brand listing,Fifth,Computer,Paid
23b90f81,Motorola Moto G3 4G,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
89939b0c,Motorola Moto X Play 4G Dual,Minas Gerais,Brazil,viewed product,Third,Smartphone,Paid
eab407a5,iPhone 6,Sao Paulo,Brazil,searched products,Fifth,Smartphone,Paid
d55a7432,iPhone 7 Plus,Minas Gerais,Brazil,viewed product,Third,Computer,Paid
629e1a6e,Samsung Galaxy S8,Unknown,Unknown,viewed product,Fifth,Computer,Paid
13698a29,iPhone 6,Minas Gerais,Brazil,viewed product,Fifth,Smartphone,Paid
84380983,iPhone 6,Minas Gerais,Brazil,viewed product,First,Smartphone,Organic
09d0e523,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,First,Computer,Paid
bde00913,iPhone 5s,Minas Gerais,Brazil,viewed product,Fifth,Computer,Paid
32eb13bb,iPhone 7,Minas Gerais,Brazil,viewed product,Fifth,Computer,Organic
2606c8da,Motorola Moto Z Play,Sao Paulo,Brazil,viewed product,Fifth,Computer,Organic
23e6906d,iPhone SE,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
cf75487d,Samsung Galaxy A5,Bahia,Brazil,viewed product,Fifth,Smartphone,Paid
adf0382e,iPhone 5s,Bahia,Brazil,searched products,Fifth,Smartphone,Paid
b17d6c59,Samsung Galaxy S3 Mini,Rio de Janeiro,Brazil,visited site,Fifth,Computer,Paid
e349f752,iPhone 6,Santa Catarina,Brazil,viewed product,Third,Computer,Paid
eb08912b,iPhone 6,Para,Brazil,ad campaign hit,Fourth,Smartphone,Paid
d4e83772,iPhone 5s,Unknown,Brazil,brand listing,Fourth,Computer,Paid
4bfc1a10,Motorola Moto G5 Plus,Sao Paulo,Brazil,searched products,Fourth,Smartphone,Referral
9952a8e0,Samsung Galaxy A7 2017,Unknown,Brazil,visited site,Fifth,Smartphone,Paid
8c31a66a,Samsung Galaxy A7,Minas Gerais,Brazil,brand listing,Fifth,Computer,Paid
edc38036,iPhone 7,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
2abe3533,iPhone 6,Bahia,Brazil,search engine hit,Third,Computer,Organic
fbd04b25,Samsung Galaxy J7 Prime,Unknown,Unknown,viewed product,Fifth,Smartphone,Referral
e5824d72,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
b30562d4,iPhone SE,Rio de Janeiro,Brazil,viewed product,Second,Computer,Paid
02298b4a,Motorola Moto G2 4G Dual,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
e4b71e52,iPhone 6,Rio de Janeiro,Brazil,viewed product,Second,Computer,Paid
ed39978f,iPhone 6 Plus,Maranhao,Brazil,viewed product,Fourth,Smartphone,Referral
5b7a7697,iPhone 6,Unknown,Brazil,viewed product,Fourth,Computer,Paid
9fea64a8,iPhone 6S Plus,Bahia,Brazil,viewed product,Fourth,Smartphone,Paid
a4e3e0ba,Samsung Galaxy S6 Edge,Pernambuco,Brazil,visited site,Fifth,Smartphone,Paid
1033c7f1,Motorola Moto X Play 4G Dual,Federal District,Brazil,ad campaign hit,Fifth,Computer,Paid
a16a0211,Samsung Galaxy A5 2017,Unknown,Brazil,viewed product,Fourth,Computer,Direct
2df10e76,Lenovo Vibe K5,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
ff89d18f,iPhone 6 Plus,Sao Paulo,Brazil,generic listing,Fifth,Smartphone,Paid
732df811,Samsung Galaxy S6 Edge,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
de1de15e,Samsung Galaxy J7,Bahia,Brazil,viewed product,Second,Computer,Paid
80c8726f,Samsung Galaxy A3 2016,Ceara,Brazil,searched products,Fourth,Smartphone,Paid
e5953f4b,iPhone 7,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
619bff69,Samsung Galaxy J7 Prime,Piaui,Brazil,viewed product,Fifth,Smartphone,Organic
ed7382a8,iPhone 6S,Unknown,Brazil,viewed product,Fifth,Computer,Referral
3043e183,iPhone 5,Bahia,Brazil,viewed product,Fifth,Smartphone,Paid
8ab5791a,Samsung Galaxy J2 Prime TV,Pernambuco,Brazil,viewed product,Fifth,Computer,Paid
3ae2240d,iPhone 6S,Unknown,Brazil,viewed product,Fifth,Computer,Paid
6929face,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,viewed product,Third,Computer,Direct
06077235,Samsung Galaxy S5,Sao Paulo,Brazil,searched products,Fifth,Computer,Organic
6b5088da,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
685dc7f7,Samsung Galaxy J5,Minas Gerais,Brazil,brand listing,Second,Computer,Paid
8eb58541,Motorola Moto G5 Plus,Unknown,Brazil,viewed product,Fifth,Computer,Paid
919bcd48,Samsung Galaxy J5,Unknown,Brazil,generic listing,Fifth,Computer,Organic
974fc112,Samsung Galaxy J7,Rio de Janeiro,Brazil,visited site,Fifth,Smartphone,Paid
9a00037e,iPhone 4S,Unknown,Brazil,viewed product,Fourth,Computer,Paid
65f36887,iPhone 6S,Unknown,Brazil,viewed product,Fourth,Computer,Direct
d67a6656,iPhone 6S,Sao Paulo,Brazil,viewed product,Third,Smartphone,Organic
efdfb24e,Samsung Galaxy J5,Sao Paulo,Brazil,visited site,Third,Computer,Referral
55f7ae64,Samsung Galaxy S7 Edge,Rio de Janeiro,Brazil,generic listing,Fifth,Smartphone,Organic
1498b979,iPhone 6,Unknown,Brazil,visited site,Fifth,Smartphone,Paid
9d279147,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Second,Computer,Paid
8f358327,Samsung Galaxy S6 Flat,Maranhao,Brazil,ad campaign hit,Fifth,Smartphone,Paid
fed81014,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,First,Smartphone,Paid
8637463a,Samsung Galaxy J7 Prime,Bahia,Brazil,viewed product,Fifth,Smartphone,Paid
92441fa1,Motorola Moto G4 Plus,Alagoas,Brazil,viewed product,Fifth,Computer,Direct
455bfbc9,iPhone 6S Plus,Unknown,Unknown,viewed product,Third,Computer,Direct
fd5e4491,iPhone 7 Plus,Minas Gerais,Brazil,viewed product,First,Computer,Paid
e9c994b8,iPhone 8 Plus,Sao Paulo,Brazil,generic listing,Fifth,Computer,Paid
e4594222,Motorola Moto G5 ,Unknown,Brazil,viewed product,Third,Computer,Direct
94042208,Samsung Galaxy S6 Edge,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Referral
d76e28a3,Samsung Galaxy A7 2017,Bahia,Brazil,viewed product,Fifth,Computer,Paid
a7b6e286,Motorola Moto G3 HDTV,Santa Catarina,Brazil,viewed product,Fourth,Computer,Paid
27038bac,iPhone 6S Plus,Unknown,Brazil,viewed product,Fourth,Computer,Direct
60591a7d,Motorola Moto G2 3G Dual,Unknown,Brazil,viewed product,Fifth,Computer,Paid
3887b35e,iPhone 6S,Pernambuco,Brazil,ad campaign hit,Fifth,Smartphone,Paid
5423158b,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,searched products,Fifth,Computer,Paid
991360db,iPhone 5s,Bahia,Brazil,viewed product,Fifth,Computer,Organic
c5a0bc36,Samsung Galaxy S5 Mini Duos,Unknown,Unknown,brand listing,Third,Computer,Paid
11eb4374,iPhone 6,Minas Gerais,Brazil,visited site,Fifth,Smartphone,Paid
7d71558b,Samsung Galaxy S6 Flat,Unknown,Brazil,viewed product,Fifth,Computer,Referral
3787229d,Samsung Galaxy S7 Edge,Ceara,Brazil,viewed product,Third,Computer,Referral
2287c9f7,Samsung Galaxy Win Duos,Piaui,Brazil,viewed product,Third,Computer,Paid
0c9d90d6,iPhone 5s,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
41bfa3b9,iPhone 5s,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
4ed8ab82,Samsung Galaxy J1 Mini,Sao Paulo,Brazil,ad campaign hit,Fifth,Smartphone,Paid
d8ca7115,Samsung Galaxy S8 Plus,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
dccd2a57,Samsung Galaxy S7 Edge,Mato Grosso,Brazil,viewed product,Fifth,Computer,Paid
0885e75e,Motorola Moto G2 3G Dual,Unknown,Brazil,brand listing,Fifth,Computer,Organic
b00a6f27,Samsung Galaxy S8,Parana,Brazil,viewed product,Fourth,Computer,Paid
8a4b69ec,iPhone 6 Plus,Goias,Brazil,viewed product,Fifth,Computer,Direct
6ea9ffd2,Samsung Galaxy A5 2017,Unknown,Brazil,viewed product,Fifth,Smartphone,Referral
d0c5aa85,Motorola Moto G4 Plus,Pernambuco,Brazil,viewed product,Fourth,Computer,Direct
fc4b841d,iPhone 5s,Minas Gerais,Brazil,viewed product,Fifth,Smartphone,Paid
db1a3c00,Motorola Moto G4 DTV,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
cbff6e32,Samsung Galaxy Gran Prime Duos TV,Rio de Janeiro,Brazil,viewed product,Fifth,Tablet,Paid
9b4f540a,Motorola Moto G2 3G Dual,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
2a072244,iPhone 5c,Ceara,Brazil,viewed product,Fifth,Smartphone,Paid
fcb5fb33,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Referral
72ee021f,Samsung Galaxy J2 Prime TV,Pernambuco,Brazil,viewed product,Third,Smartphone,Paid
050c6066,iPhone SE,Sao Paulo,Brazil,visited site,Fifth,Smartphone,Paid
9d84519b,iPhone 5s,Unknown,Unknown,viewed product,Fifth,Computer,Direct
7ac0c607,Samsung Galaxy J7 Prime,Pernambuco,Brazil,viewed product,First,Computer,Direct
af95a93c,Motorola Moto E2 3G Dual,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
12eb49ed,iPhone 5s,Pernambuco,Brazil,viewed product,Fourth,Smartphone,Paid
a8ca0988,iPhone 6S Plus,Federal District,Brazil,viewed product,Fourth,Computer,Paid
6f1e155b,iPhone 7,Sao Paulo,Brazil,viewed product,First,Computer,Direct
e8a1b038,Samsung Galaxy J7 Prime,Bahia,Brazil,ad campaign hit,Fifth,Smartphone,Paid
701aed49,Motorola Moto G3 4G,Unknown,Brazil,searched products,Fourth,Smartphone,Paid
3e97d5f3,iPhone 7,Sao Paulo,Brazil,viewed product,Fifth,Computer,Direct
ad9c339a,iPhone 7 Plus,Unknown,Brazil,brand listing,Fourth,Computer,Paid
bb31d716,Motorola Moto G3 4G,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
b86b400e,Samsung Galaxy A5 2017,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
10a42267,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Email
fd12b306,Samsung Galaxy Gran Prime Duos TV,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
852abc08,Samsung Galaxy J7 Prime,Rio de Janeiro,Brazil,viewed product,Third,Computer,Paid
4640420b,Motorola Moto Z2 Play,Parana,Brazil,viewed product,Third,Tablet,Paid
ad4b1e5f,iPhone 7 Plus,Rio Grande do Sul,Brazil,viewed product,Fifth,Computer,Paid
2ff5b818,iPhone 6,Unknown,Brazil,visited site,Fifth,Smartphone,Paid
bd608de6,LG Prime Plus H522,Unknown,Unknown,viewed product,Third,Computer,Paid
ea23791b,iPhone 6,Sao Paulo,Brazil,viewed product,First,Computer,Organic
94e7818d,Samsung Galaxy S7 Edge,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Paid
bf15584a,iPhone 6S,Sao Paulo,Brazil,brand listing,Fifth,Computer,Paid
4a3c0db7,Samsung Galaxy J5,Unknown,Brazil,searched products,Fifth,Smartphone,Paid
5f7f0c55,Motorola Moto G3 4G,Bahia,Brazil,viewed product,Second,Smartphone,Direct
9e776b51,iPhone 6 Plus,Unknown,Brazil,viewed product,Fifth,Computer,Direct
d793a520,iPhone SE,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Direct
03c58152,Samsung Galaxy S8,Sao Paulo,Brazil,visited site,Fifth,Smartphone,Paid
900f049c,iPhone 6S,Rio Grande do Norte,Brazil,viewed product,Fourth,Smartphone,Direct
67ad5c84,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,viewed product,First,Computer,Paid
9df0e397,iPhone 6S,Sao Paulo,Brazil,viewed product,Third,Smartphone,Paid
03302054,Samsung Galaxy A5 2017,Rio de Janeiro,Brazil,viewed product,Fifth,Computer,Paid
6ecc4591,iPhone 6S,Rio de Janeiro,Brazil,viewed product,Third,Computer,Paid
000e4d9e,Samsung Galaxy S6 Flat,Minas Gerais,Brazil,viewed product,Third,Computer,Direct
67734512,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
0b994061,iPhone 7 Plus,Unknown,Brazil,viewed product,Fifth,Computer,Paid
b31761cc,iPhone 4G,Rio Grande do Sul,Brazil,viewed product,Fifth,Computer,Organic
cc302ed6,iPhone 6,Federal District,Brazil,ad campaign hit,Fifth,Computer,Paid
1660fa42,iPhone 6,Rio de Janeiro,Brazil,viewed product,Fifth,Computer,Organic
ea76aeec,Motorola Moto G3 4G,Para,Brazil,viewed product,Fifth,Smartphone,Organic
ad5943a9,iPhone 7,Pernambuco,Brazil,viewed product,Fifth,Computer,Paid
f431031a,Samsung Galaxy J7,Unknown,Unknown,viewed product,Fifth,Computer,Paid
5dd73565,Samsung Galaxy S8 Plus,Bahia,Brazil,viewed product,Fourth,Computer,Paid
ee8dd67c,iPhone 6S,Rio Grande do Sul,Brazil,viewed product,Fifth,Smartphone,Paid
eb199e7f,iPhone 5s,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
656072a3,Samsung Galaxy Gran Prime Duos TV,Sao Paulo,Brazil,viewed product,Fifth,Computer,Referral
95a388b0,iPhone 6,Unknown,Brazil,viewed product,Fifth,Computer,Paid
846372d4,iPhone 6,Bahia,Brazil,viewed product,Second,Computer,Referral
d1fd6caa,iPhone 6S,Unknown,Brazil,viewed product,Fifth,Computer,Organic
a618c138,Samsung Galaxy J1 2016,Sao Paulo,Brazil,brand listing,Fifth,Computer,Paid
8a0a63af,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Referral
7642405a,iPhone 7,Minas Gerais,Brazil,viewed product,Fourth,Computer,Organic
670639bc,iPhone 6,Minas Gerais,Brazil,viewed product,Fourth,Computer,Referral
ae5b92db,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Third,Computer,Direct
41ccd2c6,Samsung Galaxy S8 Plus,Pernambuco,Brazil,viewed product,Third,Computer,Paid
8cf7b63c,Motorola Moto G4 DTV,Sao Paulo,Brazil,viewed product,Fifth,Computer,Direct
bdd23ab2,iPhone 6,Sao Paulo,Brazil,viewed product,First,Computer,Paid
ae56f702,Motorola Moto G5 ,Parana,Brazil,viewed product,Fifth,Computer,Paid
b02fa0dd,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
eb7165bb,iPhone 7,Unknown,Brazil,viewed product,Fifth,Computer,Paid
811ec67b,Motorola Moto G4 Plus,Goias,Brazil,visited site,Fifth,Smartphone,Paid
270b42e3,iPhone 7,Unknown,Brazil,viewed product,Third,Smartphone,Referral
18b81745,Samsung Galaxy J3,Maranhao,Brazil,ad campaign hit,Fifth,Tablet,Paid
69c23290,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,viewed product,Fifth,Computer,Referral
e3b71e84,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
ef8b96c3,iPhone 7 Plus,Bahia,Brazil,viewed product,Third,Computer,Paid
bb8116c9,Samsung Galaxy S6 Flat,Unknown,Unknown,viewed product,Fourth,Computer,Direct
594a53d3,Samsung Galaxy J1 Mini,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
108caf2c,Lenovo Vibe K5,Unknown,Brazil,viewed product,Fifth,Smartphone,Organic
1a1a16f8,Samsung Galaxy J5,Pernambuco,Brazil,ad campaign hit,Fifth,Smartphone,Paid
18a185e1,Samsung Galaxy S8,Santa Catarina,Brazil,visited site,Fifth,Smartphone,Paid
335116e1,Samsung Galaxy J7 Prime,Unknown,Brazil,viewed product,Fourth,Smartphone,Referral
ff9fc164,iPhone 5s,Bahia,Brazil,searched products,Fifth,Smartphone,Referral
6f37c9b4,iPhone 6S,Sergipe,Brazil,ad campaign hit,Fifth,Smartphone,Paid
7c3970ce,iPhone 7,Minas Gerais,Brazil,viewed product,Fifth,Computer,Paid
8a590d23,Samsung Galaxy S7,Pernambuco,Brazil,ad campaign hit,Second,Smartphone,Paid
c746f37c,LG G4 Stylus H630,Unknown,Brazil,brand listing,Fifth,Computer,Paid
166a19f7,iPhone 5s,Rio de Janeiro,Brazil,generic listing,Second,Smartphone,Paid
ee20c405,Samsung Galaxy Grand Duos i9082,Sao Paulo,Brazil,ad campaign hit,Third,Computer,Paid
02b0cd5c,iPhone 6S,Rio de Janeiro,Brazil,viewed product,Third,Computer,Organic
4679e993,Samsung Galaxy Win Duos,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
814db0b5,iPhone 6S,Sao Paulo,Brazil,viewed product,Third,Computer,Direct
b0f9b8a1,Samsung Galaxy J5,Minas Gerais,Brazil,viewed product,Fifth,Computer,Paid
73ffc5f4,iPhone 4G,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
fb73da39,iPhone 6,Sao Paulo,Brazil,viewed product,Third,Computer,Direct
c299808f,iPhone 7,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
0515aca9,iPhone 6S,Espirito Santo,Brazil,viewed product,Second,Computer,Paid
01f68b1f,Motorola Moto G2 3G Dual,Bahia,Brazil,visited site,Fifth,Computer,Paid
6474b347,Samsung Galaxy J5,Bahia,Brazil,ad campaign hit,Fourth,Smartphone,Paid
0aa2b925,LG K10 Novo,Bahia,Brazil,viewed product,Fifth,Computer,Paid
f4bae3c6,Samsung Galaxy J5,Ceara,Brazil,ad campaign hit,Fifth,Smartphone,Organic
92c81866,Samsung Galaxy S8,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
6f0826b2,iPhone 6S,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Direct
d1a14d14,Samsung Galaxy S6 Edge Plus,Paraíba,Brazil,viewed product,Fifth,Smartphone,Paid
1b5c5c85,iPhone 6,Maranhao,Brazil,viewed product,Fifth,Computer,Paid
1e13d639,iPhone 7 Plus,Ceara,Brazil,viewed product,Fifth,Smartphone,Paid
8e59b22b,Motorola Moto G5 Plus,Unknown,Brazil,searched products,Fifth,Smartphone,Organic
f7fdbbf4,iPhone 5s,Mato Grosso,Brazil,viewed product,First,Smartphone,Organic
1c4a2a14,Lenovo Vibe K5,Minas Gerais,Brazil,viewed product,Fourth,Computer,Referral
18351296,iPhone 6,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
3956b1e1,iPhone 6,Unknown,Brazil,viewed product,Fifth,Computer,Direct
ac89253a,iPhone 6S,Unknown,Unknown,viewed product,Fifth,Computer,Paid
431a7bd7,iPhone 5s,Parana,Brazil,brand listing,Fifth,Computer,Paid
f426ff31,iPhone 6,Sao Paulo,Brazil,searched products,Third,Smartphone,Organic
f2c6d57c,iPhone 5s,Sao Paulo,Brazil,ad campaign hit,Fifth,Smartphone,Paid
29f80519,Samsung Galaxy S8,Rio Grande do Norte,Brazil,visited site,Fifth,Smartphone,Paid
04b13fd2,Motorola Moto G5 Plus,Rio de Janeiro,Brazil,checkout,Fifth,Computer,Paid
ce36e512,Samsung Galaxy Note 8,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
8a4ba4e2,Samsung Galaxy J7 Prime,Pernambuco,Brazil,viewed product,Fourth,Smartphone,Paid
1443cf62,Samsung Galaxy S8,Unknown,Brazil,viewed product,Fourth,Computer,Direct
209e9ed6,Samsung Galaxy A7 2017,Minas Gerais,Brazil,viewed product,Fifth,Computer,Direct
e77c72ed,Samsung Galaxy S7 Edge,Parana,Brazil,ad campaign hit,Fifth,Computer,Paid
860a406a,iPhone 7,Bahia,Brazil,viewed product,Fifth,Computer,Direct
0c9a1b5d,iPhone 6S,Piaui,Brazil,viewed product,Fourth,Smartphone,Organic
368ab6c6,iPhone 6,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
4a033e24,iPhone 4G,Para,Brazil,viewed product,Fourth,Smartphone,Referral
143c958f,Samsung Galaxy A7 2017,Unknown,Brazil,viewed product,Fifth,Computer,Direct
18b908a5,Samsung Galaxy Win Duos,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
5125c494,Samsung Galaxy J7,Bahia,Brazil,visited site,Fifth,Computer,Paid
604d8035,iPhone 6,Sao Paulo,Brazil,viewed product,Second,Computer,Referral
80866567,Motorola Moto G4 Play DTV,Sao Paulo,Brazil,checkout,Fifth,Smartphone,Paid
9bb623c2,Motorola Moto G4 Plus,Sao Paulo,Brazil,viewed product,Second,Computer,Direct
b17515e1,Samsung Galaxy S7,Sao Paulo,Brazil,visited site,Fourth,Computer,Paid
f945213f,Motorola Moto G2 3G Dual,Bahia,Brazil,visited site,Fifth,Smartphone,Paid
ec4b2ac1,Motorola Moto E2 4G Dual,Ceara,Brazil,ad campaign hit,Second,Computer,Paid
a53a1a30,iPhone 6S,Parana,Brazil,viewed product,Fifth,Smartphone,Paid
103e0f7d,iPhone 5s,Sao Paulo,Brazil,brand listing,Second,Computer,Paid
cd3a841d,Samsung Galaxy S7,Sao Paulo,Brazil,generic listing,Fifth,Smartphone,Paid
fb6b16a8,Samsung Galaxy S8 Plus,Espirito Santo,Brazil,viewed product,Third,Computer,Paid
89f62393,iPhone 5c,Unknown,Brazil,viewed product,Third,Computer,Paid
576d1af6,Samsung Galaxy S5,Sao Paulo,Brazil,viewed product,Fifth,Computer,Organic
eab48142,Samsung Galaxy Gran Prime Duos TV,Parana,Brazil,viewed product,Third,Computer,Paid
013288eb,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
aa7e2999,Samsung Galaxy A5 2016,Bahia,Brazil,viewed product,Fourth,Computer,Referral
724f4de6,Samsung Galaxy J2 Prime TV,Minas Gerais,Brazil,viewed product,Second,Smartphone,Paid
2c85b2fa,Samsung Galaxy S5 New Edition Duos ,Rio de Janeiro,Brazil,searched products,Fourth,Smartphone,Organic
75950669,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Fifth,Computer,Referral
d84ae194,Samsung Galaxy Note 3,Parana,Brazil,brand listing,Second,Computer,Direct
77bad6f5,Samsung Galaxy J5,Unknown,Brazil,ad campaign hit,Fifth,Smartphone,Paid
2b213b2c,Samsung Galaxy J1 Mini,Unknown,Brazil,viewed product,First,Computer,Direct
2a9694c2,iPhone 7,Bahia,Brazil,viewed product,Fifth,Computer,Paid
4cdf80c5,Samsung Galaxy J7,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
8808e6a9,Samsung Galaxy S6 Flat,Unknown,Brazil,searched products,Second,Computer,Direct
05d6426e,Motorola Moto G3 4G,Unknown,Brazil,viewed product,Third,Computer,Referral
91210479,Samsung Galaxy S6 Edge,Minas Gerais,Brazil,visited site,Fourth,Computer,Paid
e314ee77,iPhone 5s,Parana,Brazil,ad campaign hit,Fifth,Smartphone,Paid
b5a09122,iPhone 5s,Sao Paulo,Brazil,visited site,Fifth,Smartphone,Paid
95c8e975,Samsung Galaxy A5 2017,Paraíba,Brazil,viewed product,Fifth,Computer,Paid
bf46c410,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
298bd74f,Samsung Galaxy J1 2016,Minas Gerais,Brazil,visited site,Fifth,Computer,Paid
62cf35c3,Samsung Galaxy J7 Prime,Ceara,Brazil,viewed product,Fourth,Smartphone,Referral
42cc8a1d,Samsung Galaxy S6 Edge,Unknown,Brazil,ad campaign hit,Fifth,Smartphone,Paid
3346c6e7,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Computer,Direct
47a73972,iPhone 6S Plus,Federal District,Brazil,viewed product,Fourth,Smartphone,Referral
0744ba92,iPhone 6,Unknown,Brazil,viewed product,First,Computer,Paid
99375801,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
b9996281,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
471fb833,iPhone 6S,Unknown,Brazil,viewed product,Fifth,Computer,Paid
ba83de34,iPhone 6S,Pernambuco,Brazil,viewed product,Fifth,Computer,Paid
ad98de5d,iPhone 5c,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
c449fd13,Motorola Moto G2 3G Dual,Minas Gerais,Brazil,viewed product,Fourth,Computer,Referral
b059104a,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
c380ceab,iPhone 7,Ceara,Brazil,viewed product,Second,Smartphone,Paid
ba61790b,iPhone 7 Plus,Rio de Janeiro,Brazil,viewed product,Fifth,Tablet,Paid
deb5fa7a,Samsung Galaxy S7,Unknown,Brazil,viewed product,Fourth,Computer,Referral
71d5d6e4,iPhone 5s,Ceara,Brazil,viewed product,Fourth,Computer,Direct
eefc3df6,iPhone 5c,Rio de Janeiro,Brazil,viewed product,Fifth,Computer,Direct
766c271c,iPhone 5c,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
97360881,iPhone 7,Minas Gerais,Brazil,viewed product,Fifth,Computer,Paid
df127511,Samsung Galaxy S7 Edge,Federal District,Brazil,viewed product,Fifth,Smartphone,Referral
f7e04556,Samsung Galaxy S8 Plus,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
32131fa2,iPhone 6 Plus,Rio Grande do Norte,Brazil,viewed product,Fifth,Computer,Direct
36ef2e5f,Samsung Galaxy S6 Edge,Minas Gerais,Brazil,viewed product,Third,Computer,Paid
